Title	tv_movie	Episodes	Status	Start airing	End airing	Starting season	Broadcast time	Producers	Licensors	Studios	Sources	Genres	Duration	Rating	Score	Scored by	Members	Favorites	Description
Natsume Yuujinchou: Itsuka Yuki no Hi ni	OVA	1	Finished Airing	2/1/2014	-	-	-	Aniplex,Nihon Ad Systems	-	Brain's Base	Manga	Drama,Fantasy,Shoujo,Slice of Life,Supernatural	23 min.	PG-13	8.41	19093	40885	70	During a winter walk, Natsume meets a snowman youkai who is searching for something she's lost and can't seem to recall and decides to help her despite not knowing what exactly she's looking for.
Nodame Cantabile	TV	23	Finished Airing	1/12/2007	6/15/2007	Winter	Fridays at Unknown	Dentsu,Genco,Kodansha,Fuji TV,Magic Capsule,Sony Music Entertainment,Fuji Pacific Music Publishing	-	J.C.Staff	Manga	Music,Slice of Life,Comedy,Drama,Romance,Josei	22 min. per ep.	PG-13	8.41	86715	197168	4438	"Shinichi Chiaki is a first class musician whose dream is to play among the elites in Europe. Coming from a distinguished family, he is an infamous perfectionistâ€”not only is he highly critical of himself, but of others as well. The only thing stopping Shinichi from leaving for Europe is his fear of flying. As a result, he's grounded in Japan.

During his fourth year at Japan's top music university, Shinichi happens to meet Megumi Noda or, as she refers to herself, Nodame. On the surface, she seems to be an unkempt girl with no direction in life. However, when Shinichi hears Nodame play the piano for the first time, he is in awe of the kind of music she creates. Nevertheless, Shinichi is dismayed to discover that Nodame is his neighbor, and worse, she ends up falling head over heels in love with him.

[Written by MAL Rewrite]"
Shelter	Music	1	Finished Airing	10/18/2016	-	-	-	Half H.P Studio	Crunchyroll	A-1 Pictures	Music	Sci-Fi,Music	6 min.	G	8.41	106502	155084	1712	"Day 2539: Rin wakes up alone again with blurred memories and still no contact from any other human. She's not bored, however, because in her arms lies a tablet capable of creating any world her heart desires. Day after day, Rin crafts a wonderful realityâ€”one utopia at a timeâ€”to shelter her from loneliness, hoping to one day reveal the truth behind her very existence.

[Written by MAL Rewrite]"
Natsume Yuujinchou	TV	13	Finished Airing	7/8/2008	9/30/2008	Summer	Tuesdays at 01:00 (JST)	Aniplex,Nihon Ad Systems,TV Tokyo Music,Sony Music Entertainment	NIS America, Inc.	Brain's Base	Manga	Slice of Life,Supernatural,Drama,Fantasy,Shoujo	24 min. per ep.	PG-13	8.4	106982	282680	10137	"While most fifteen-year-old boys, in one way or another, harbor secrets that are related to girls, Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember, he has been constantly chased by these spirits. Natsume soon discovers that his deceased grandmother Reiko had passed on to him the Yuujinchou, or ""Book of Friends,"" which contains the names of the spirits whom she brought under her control. Now in Natsume's possession, the book gives Reiko's grandson this power as well, which is why these enraged beings now haunt him in hopes of somehow attaining their freedom.

Without parents and a loving home, and constantly being hunted by hostile, merciless youkai, Natsume is looking for solaceâ€”a place where he belongs. However, his only companion is a self-proclaimed bodyguard named Madara. Fondly referred to as Nyanko-sensei, Madara is a mysterious, pint-sized feline spirit who has his own reasons for sticking with the boy.

Based on the critically acclaimed manga by Yuki Midorikawa, Natsume Yuujinchou is an unconventional and supernatural slice-of-life series that follows Natsume as he, with his infamous protector Madara, endeavors to free the spirits bound by his grandmother's contract.

[Written by MAL Rewrite]"
One Outs	TV	25	Finished Airing	10/8/2008	4/1/2009	Fall	-	VAP,Nippon Television Network	-	Madhouse	Manga	Sports,Psychological,Seinen	23 min. per ep.	PG-13	8.4	58238	114215	2275	"Toua Tokuchi is an athlete by profession, but a reckless gambler at heart. On the streets of Okinawa, he uses nothing but his wits and a ""fastball"" peaking at a mere 134 kmph to somehow achieve 499 wins in the game of ""One Outs,"" a simplified version of baseball between the pitcher and one batter. Amazed by Toua's unique prowess on the mound, veteran slugger Hiromichi Kojima artfully scouts the pitcher for his long unsuccessful team, the Saikyou Saitama Lycaons. Kojima desperately hopes Toua will lead them to the championship; however, Tsuneo Saikawa, the mercenary owner of the Lycaons, sees the vastly talented pitcher as a threat to the income generated by the team. Rising to the challenge of swaying the owner, Toua suggests a one-of-a-kind ""One Outs"" contract: every out Toua pitches will earn him five million yen, but with every run he gives up, he will lose fifty million yen.

Adapted from the manga by Shinobu Kaitani of Liar Game fame, One Outs documents the intense psychological battles between Toua and those around him. With millions of yen at stake, can a pitcher who has done nothing but gamble in a head-to-head imitation of baseball finally lead a real baseball team to victory?

[Written by MAL Rewrite]"
Rurouni Kenshin: Meiji Kenkaku Romantan	TV	94	Finished Airing	1/10/1996	9/8/1998	Winter	Wednesdays at 19:30 (JST)	Aniplex,SME Visual Works,Fuji TV	Media Blasters	Studio Gallop,Studio Deen	Manga	Action,Adventure,Comedy,Historical,Romance,Samurai	25 min. per ep.	PG-13	8.4	134692	272924	8067	"In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.

Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.

Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?

[Written by MAL Rewrite]"
Stranger: Mukou Hadan	Movie	1	Finished Airing	9/29/2007	-	-	-	Bandai Visual,Shochiku,Sony Music Entertainment,Hakuhodo DY Media Partners	Funimation,Bandai Entertainment	Bones	Original	Action,Adventure,Historical,Samurai	1 hr. 43 min.	R	8.4	91993	171565	2050	"In the Sengoku period of Japan, a young orphan named Kotarou and his dog Tobimaru steal from unsuspecting villagers in order to make ends meet. However, Kotarou is forced to remain on the run when he finds himself being hunted down by assassins sent by China's Ming Dynasty for mysterious reasons not involving his petty crimes. 

Fortunately, the duo run into Nanashi, a ronin who has taken refuge in a small temple, when Kotarou is attacked and Tobimaru poisoned. Although the samurai  saves the helpless pair from their pursuers, he feels that there is no need to help them further; but when offered a gem in exchange for his services as a bodyguard, he reluctantly accepts Kotarou's offer of employmentâ€”just until Tobimaru is healed and the two reach their destination. As the three set out on a perilous journey, it soon becomes evident that their path is riddled with danger, as the Ming Dynasty has now sent a terrifying swordsman after them to capture Kotarou and fulfill a certain prophecy.

[Written by MAL Rewrite]"
Toradora!	TV	25	Finished Airing	10/2/2008	3/26/2009	Fall	Thursdays at 01:20 (JST)	Genco,Starchild Records,Magic Capsule,Yomiuri Advertising,TV Tokyo Music	NIS America, Inc.	J.C.Staff	Light novel	Slice of Life,Comedy,Romance,School	24 min. per ep.	PG-13	8.4	549537	896003	34946	"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""

One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushiedaâ€”Taiga's best friend!

Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.

[Written by MAL Rewrite]"
Tsubasa: Tokyo Revelations	OVA	3	Finished Airing	11/16/2007	3/17/2008	-	-	Kodansha	Funimation	Production I.G	Manga	Action,Adventure,Drama,Romance,Fantasy,Shounen	30 min. per ep.	R	8.4	35216	66786	827	"Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever.

A shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again."
Hunter x Hunter OVA	OVA	8	Finished Airing	1/17/2002	4/17/2002	-	-	-	-	Nippon Animation	Manga	Action,Adventure,Shounen,Super Power	24 min. per ep.	PG-13	8.39	39528	67143	266	After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities. Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived. After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death. Based on the manga by Togashi Yoshihiro.
Kono Sekai no Katasumi ni	Movie	1	Finished Airing	11/12/2016	-	-	-	Genco,Animatsu Entertainment	Shout! Factory	MAPPA	Manga	Historical,Drama,Seinen	2 hr. 6 min.	PG-13	8.39	13543	47636	274	"In 1944, Suzu Urano moves to the small town of Kure in Hiroshima where she marries Shuusaku Houjouâ€”a young clerk who works at the local naval base. Living with his family, Suzu becomes essential to the running of the household and creatively prepares meals during the tough wartime conditions while also carrying out daily housework. In 1945, intense bombings by the U.S. military finally reach Kure with devastating effect to the townsfolk and their way of life. Suzu's life is changed irrevocably, but through perseverance and courage, she manages to continue to live life to the fullest.

(Source: Animatsu Entertainment)"
Nanatsu no Taizai: Imashime no Fukkatsu	TV	24	Currently Airing	1/13/2018	-	Winter	Saturdays at 06:30 (JST)	Aniplex,Dentsu,Kodansha,Movic,Sammy	-	A-1 Pictures	Manga	Action,Adventure,Supernatural,Magic,Fantasy,Shounen	24 min. per ep.	PG-13	8.39	38440	195000	1333	The new season in the Nanatsu no Taizai series.
Hunter x Hunter: Greed Island Final	OVA	14	Finished Airing	3/3/2004	8/18/2004	-	-	-	-	Nippon Animation	Manga	Action,Adventure,Shounen,Super Power	24 min. per ep.	PG-13	8.38	42914	71267	194	Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.
Major S1	TV	26	Finished Airing	11/13/2004	5/21/2005	Fall	Saturdays at 18:00 (JST)	Shogakukan Productions,NHK	-	Studio Hibari	Manga	Comedy,Sports,Drama,Shounen	25 min. per ep.	PG-13	8.38	28492	53242	896	"Gorou Honda, a little boy obsessed with baseball, has always admired his father, Shigeharu. Wishing to follow in his father's footsteps, Gorou dreams of becoming a professional baseball player. In turn, his son's starry-eyed admiration encourages Shigeharu to keep persevering, despite his late wife's death and his unsatisfying position on the second-string team Blue Ocean.

Unfortunately, an elbow injury forces Shigeharu off the team, and he falls into despair. However, after an offhand joke from his childhood friend, Shigeharu reevaluates his choices and decides to keep playing, leaving behind his prime position as pitcher and taking up the bat. Now motivated more than ever, Gorou works hard to carve his way in the Japanese Little League. But just as things are starting to look good for the Hondas, a tragic accident stops a proud father from witnessing his determined son achieve his dreams.

[Written by MAL Rewrite]"
Natsume Yuujinchou Go Specials	Special	2	Finished Airing	3/22/2017	4/26/2017	-	-	-	-	Shuka	Manga	Slice of Life,Supernatural,Drama,Fantasy,Shoujo	23 min. per ep.	PG-13	8.39	6406	15838	31	Two special episodes bundled in the fourth and fifth volume of the Blu-ray/DVD.
Tenkuu no Shiro Laputa	Movie	1	Finished Airing	8/2/1986	-	-	-	Tokuma Shoten	Walt Disney Studios,GKIDS	Studio Ghibli	Original	Adventure,Fantasy,Romance,Sci-Fi	2 hr. 5 min.	PG	8.38	129674	202359	1784	"In a world filled with planes and airships, Sheeta is a young girl who has been kidnapped by government agents who seek her mysterious crystal amulet. While trapped aboard an airship, she finds herself without hopeâ€”that is, until the ship is raided by pirates. Taking advantage of the ensuing confusion, Sheeta manages to flee from her captors. Upon her escape, she meets Pazu, a boy who dreams of reaching the fabled flying castle, Laputa. The two decide to embark on a journey together to discover this castle in the sky. However, they soon find the government agents back on their trail, as they too are trying to reach Laputa for their own greedy purposes.

Tenkuu no Shiro Laputa follows the soaring adventures of Sheeta and Pazu, all while they learn how dreams and dire circumstances can bring two people closer together.

[Written by MAL Rewrite]"
Versailles no Bara	TV	40	Finished Airing	10/10/1979	9/3/1980	Fall	Wednesdays at 19:00 (JST)	Nippon Television Network	Nozomi Entertainment	Tokyo Movie Shinsha	Manga	Military,Historical,Drama,Romance,Shoujo	23 min. per ep.	PG-13	8.38	13901	43561	1635	"In 1755, Marie Antoinette is born in the royal family of Austria and raised in luxury. However, the fate of the future queen of France is set in stoneâ€”at the young age of 15, she has to leave her family and marry the crown prince of France.

At the same time in France, a girl is born in the family of the Commander of the Royal Guards. Upset at not having a male heir, her father decides to raise her as a man and names the girl Oscar. Oscar is trained from a young age to become the leader of the Royal Guards, but she is yet to discern that the will of the queen sometimes does not equal the good of the people.

Based on the critically acclaimed manga by Riyoko Ikeda, Rose of Versailles depicts the fateful meeting of Marie Antoinette and Oscar, which is bound to influence history and change the life of the people facing the French Revolution as the clock ticks toward the end of the French royalty.

[Written by MAL Rewrite]"
Beck	TV	26	Finished Airing	10/7/2004	3/31/2005	Fall	Thursdays at 01:30 (JST)	Marvelous,Starchild Records,Asatsu DK,Kodansha	Funimation	Madhouse	Manga	Comedy,Drama,Music,Shounen,Slice of Life	25 min. per ep.	R	8.37	86406	183100	5722	"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. 

After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan.

[Written by MAL Rewrite]"
Gintama: Shiroyasha Koutan	Special	1	Finished Airing	9/21/2008	-	-	-	-	-	Sunrise	Manga	Action,Sci-Fi,Comedy,Historical,Parody	10 min.	PG-13	8.37	18831	35860	63	"According to Aniplex, a 10min short anime of Gintama ""Shiroyasha Koutan"" will be released on September 30th. It was shown at Jump Super Anime Tour 2008 and had never been released as a DVD.

It's a trailer of an imaginary Gintama movie. Gintama OVA shown at Jump Anime Tour '05 is also included in the DVD."
Hajime no Ippo: Champion Road	Special	1	Finished Airing	4/18/2003	-	-	-	-	Geneon Entertainment USA	Madhouse	Manga	Comedy,Shounen,Sports	1 hr. 30 min.	PG-13	8.37	40483	63644	147	"As the new Champion, Ippo must protect his title against some of the best boxers available.

Makunouchi Ippo is the new Featherweight champion of Japan and is now ready for his first title defense. His opponent, the former Jr. Featherweight champion and a medical student, Sanada Kazuki. In addition to this feud, Sanada is being coached by Kamogawa's former rival, Hama Dankichi. What makes things worse is that Sanada works at the same hospital where Kumi is a nurse at and everybody at the hospital wants Sanada to win. Not only does Ippo have to defend his title, he has to reclaim his love. 

(Source: ANN)"
Kuroko no Basket	TV	25	Finished Airing	4/8/2012	9/22/2012	Spring	Sundays at 01:58 (JST)	Bandai Visual,Lantis,Nihon Ad Systems,Mainichi Broadcasting System,Banpresto,Shueisha,BS11	-	Production I.G	Manga	Comedy,School,Shounen,Sports	24 min. per ep.	PG-13	8.37	284359	476414	15279	"Teikou Junior High School's basketball team is crowned champion three years in a row thanks to five outstanding players who, with their breathtaking and unique skills, leave opponents in despair and fans in admiration. However, after graduating, these teammates, known as ""The Generation of Miracles,"" go their separate ways and now consider each other as rivals.

At Seirin High School, two newly recruited freshmen prove that they are not ordinary basketball players: Taiga Kagami, a promising player returning from the US, and Tetsuya Kuroko, a seemingly ordinary student whose lack of presence allows him to move around unnoticed. Although Kuroko is neither athletic nor able to score any points, he was a member of Teikou's basketball team, where he played as the ""Phantom Sixth Man,"" who easily passed the ball and assisted his teammates.

Kuroko no Basket follows the journey of Seirin's players as they attempt to become the best Japanese high school team by winning the Interhigh Championship. To reach their goal, they have to cross pathways with several powerful teams, some of which have one of the five players with godlike abilities, whom Kuroko and Taiga make a pact to defeat.

[Written by MAL Rewrite]"
Major S3	TV	26	Finished Airing	1/6/2007	6/30/2007	Winter	-	NHK	-	Studio Hibari	Manga	Drama,Shounen,Sports	25 min. per ep.	PG-13	8.37	24788	37890	262	After leaving Kaido in a promise to meet them at the Koshien tournament, Gorou comes back to his home town once again in an attempt to join up with his old friends. Only this time, things aren't as easy to get back in the groove of.
Yuru Campâ–³	TV	12	Finished Airing	1/4/2018	3/22/2018	Winter	Thursdays at 23:00 (JST)	AT-X,Sony Music Communications,MAGES.,81 Produce,BS11,Furyu,Crunchyroll SC Anime Fund	-	C-Station	Manga	Slice of Life,Comedy	23 min. per ep.	PG-13	8.36	37329	102553	1473	"While the perfect getaway for most girls her age might be a fancy vacation with their loved ones, Rin Shima's ideal way of spending her days off is camping alone at the base of Mount Fuji. From pitching her tent to gathering firewood, she has always done everything by herself, and has no plans of leaving her little solitary world.

However, what starts off as one of Rin's usual camping sessions somehow ends up as a surprise get-together for two when the lost Nadeshiko Kagamihara is forced to take refuge at her campsite. Originally intending to see the picturesque view of Mount Fuji for herself, Nadeshiko's plans are disrupted when she ends up falling asleep partway to her destination. Alone and with no other choice, she seeks help from the only other person nearby. Despite their hasty introductions, the two girls nevertheless enjoy the chilly night together, eating ramen and conversing while the campfire keeps them warm. And even after Nadeshiko's sister finally picks her up later that night, both girls silently ponder the possibility of another camping trip together.

[Written by MAL Rewrite]"
Bakemonogatari	TV	15	Finished Airing	7/3/2009	6/25/2010	Summer	Fridays at 23:00 (JST)	Aniplex,Kodansha	Aniplex of America	Shaft	Light novel	Romance,Supernatural,Mystery,Vampire	24 min. per ep.	R	8.36	349832	654360	26866	"Koyomi Araragi, a third-year high school student, manages to survive a vampire attack with the help of Meme Oshino, a strange man residing in an abandoned building. Though being saved from vampirism and now a human again, several side effects such as superhuman healing abilities and enhanced vision still remain. Regardless, Araragi tries to live the life of a normal student, with the help of his friend and the class president, Tsubasa Hanekawa.

When fellow classmate Hitagi Senjougahara falls down the stairs and is caught by Araragi, the boy realizes that the girl is unnaturally weightless. Despite Senjougahara's protests, Araragi insists he help her, deciding to enlist the aid of Oshino, the very man who had once helped him with his own predicament.

Through several tales involving demons and gods, Bakemonogatari follows Araragi as he attempts to help those who suffer from supernatural maladies.

[Written by MAL Rewrite]"
Detective Conan Movie 13: The Raven Chaser	Movie	1	Finished Airing	4/18/2009	-	-	-	Shogakukan Productions,TMS Entertainment	-	Tokyo Movie Shinsha	Manga	Action,Police,Mystery,Shounen	1 hr. 51 min.	PG-13	8.36	16839	29037	45	Kudou Shinichi is living his life as Edogawa Conan, but those days seem like they might end pretty soon. The Black Syndicate is coming dangerously close to learning the truth about Shinichi having survived. Conan and everybody around him may end up dead if he doesn't manage to find Irishâ€”a member of the Black Organization who has infiltrated the police forces, currently investigating a big serial murder case.
Kono Subarashii Sekai ni Shukufuku wo! 2	TV	10	Finished Airing	1/12/2017	3/16/2017	Winter	Thursdays at 01:05 (JST)	Kadokawa Shoten,Nippon Columbia,KlockWorx,Sony Music Communications,Toranoana,81 Produce,Kadokawa Media House	-	Studio Deen	Light novel	Adventure,Comedy,Parody,Supernatural,Magic,Fantasy	23 min. per ep.	PG-13	8.36	246091	404426	4515	"When Kazuma Satou died, he was given two choices: pass on to heaven or be revived in a fantasy world. After choosing the new world, the goddess Aqua tasked him with defeating the Demon King, and let him choose any weapon to aid him. Unfortunately, Kazuma chose to bring Aqua herself and has regretted the decision ever since then.

Not only is he stuck with a useless deity turned party archpriest, the pair also has to make enough money for living expenses. To add to their problems, their group continued to grow as more problematic adventurers joined their ranks. Their token spellcaster, Megumin, is an explosion magic specialist who can only cast one spell once per day and refuses to learn anything else. There is also their stalwart crusader, Lalatina ""Darkness"" Dustiness Ford, a helpless masochist who makes Kazuma look pure in comparison.

Kono Subarashii Sekai ni Shukufuku wo! 2 continues to follow Kazuma and the rest of his party through countless more adventures as they struggle to earn money and have to deal with one another's problematic personalities. However, things rarely go as planned, and they are often sidetracked by their own idiotic tendencies.

[Written by MAL Rewrite]"
Major S2	TV	26	Finished Airing	12/10/2005	6/10/2006	Winter	-	NHK	-	Studio Hibari	Manga	Comedy,Drama,Shounen,Sports	25 min. per ep.	PG-13	8.36	25982	39407	226	This series picks up a few years after season one. Gorou is now older, and has come back to his original home town. As if nothing changed, he starts off right where he left with his old friends and tries to fit back in. Join him as his embarks on setting out to join up with the elite baseball school, Kaido.
Planetes	TV	26	Finished Airing	10/4/2003	4/17/2004	Fall	Saturdays at 08:05 (JST)	Bandai Visual,NHK	Bandai Entertainment	Sunrise	Manga	Drama,Romance,Sci-Fi,Seinen,Space	25 min. per ep.	PG-13	8.36	45838	136984	2847	"In 2075, space travel is no longer just a dream, but an everyday reality for mankind. Advancements in science and technology have led to the colonization of the moon, the commercialization of outer space, and the formation of large space corporations. Ai Tanabe, an upbeat woman whose interests lie in the cosmos, joins Technora Corporation as a member of their Debris Section, a department dedicated to the removal of dangerous space junk between the orbits of the Earth and Moon.

However, Ai soon discovers how unappreciated her job is. As the laughingstock of Technora, the Debris Section is severely understaffed, poorly funded, and is forced to use a dilapidated spaceship nicknamed the ""Toy Box"" for debris retrieval. Undeterred, Ai perseveres and gradually becomes acquainted with the strange personalities that make up the Debris Section's staff, such as the bumbling but good-natured chief clerk Philippe Myers; the mysterious and tight-lipped temp worker Edelgard Rivera; and the hotheaded and passionate Hachirouta Hoshino, who longs for a spaceship to call his own.

Planetes is an unconventional sci-fi series that portrays the vastness of space as a backdrop for the personal lives of ordinary peopleâ€”people who may have been born on Earth, but whose hopes and dreams lie amongst the stars.

[Written by MAL Rewrite]"
Toki wo Kakeru Shoujo	Movie	1	Finished Airing	7/15/2006	-	-	-	Kadokawa Shoten,Bandai,Memory-Tech,Happinet Pictures	Funimation,Bandai Entertainment,Kadokawa Pictures USA	Madhouse	Novel	Sci-Fi,Adventure,Drama,Romance	1 hr. 38 min.	PG	8.36	246367	405476	4362	"Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time.

Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem.

[Written by MAL Rewrite]"
Higurashi no Naku Koro ni Kai	TV	24	Finished Airing	7/6/2007	12/18/2007	Summer	Fridays at 02:30 (JST)	Geneon Universal Entertainment,Frontier Works,Sotsu,Movic	Sentai Filmworks	Studio Deen	Visual novel	Mystery,Psychological,Supernatural,Thriller	24 min. per ep.	R	8.35	145909	268568	5173	"In the small village of Hinamizawa, Rika Furude and her friends live together in relative harmony. Beneath this mask of peace, however, lies a hidden darkness, one that Rika understands all too well. In this eternal summer, she has been witness to unspeakable horrors. Every time the clock resets, Rika must try to find the villain behind these senseless deaths before tragedy strikes again. However, trying to decipher a mystery when only half the clues are present proves time and again to be disastrous, and each time she believes that things will change, she inevitably fails. As the annual festival approaches, Rika begins her descent from hope to despair in her struggle to break the chains of fate entangling them all.

[Written by MAL Rewrite]"
Kuroshitsuji: Book of Murder	OVA	2	Finished Airing	1/28/2015	2/25/2015	-	-	DeNA	Funimation	A-1 Pictures	Manga	Comedy,Demons,Fantasy,Historical,Mystery,Shounen,Supernatural	58 min. per ep.	R	8.35	50555	105385	849	"At the behest of the Queen, Earl Ciel Phantomhive hosts a lavish dinner party attended by several of the finest members of polite societyâ€”as well as struggling author, Arthur. But as the party reaches its high, a terrible murder takes place and none other than the Earl himself is suspected of the crime.

As a violent storm rages on outside, the death count continues to climb. The Phantomhive household and their eminent guests find they must cooperate in order to solve this mystery before they too fall prey to the mysterious murderer. However, it seems that not even the perfect butler, Sebastian Michaelis, is safe from this horror.

[Written by MAL Rewrite]"
Nodame Cantabile Finale	TV	11	Finished Airing	1/15/2010	3/26/2010	Winter	Fridays at 00:45 (JST)	Fuji TV,Sony Music Entertainment	-	J.C.Staff	Manga	Comedy,Josei,Music,Romance	22 min. per ep.	PG-13	8.35	47615	84094	379	The series continues the relationship between two aspiring classical musicians, Megumi "Nodame" Noda and Shinichi Chiaki, as students and after graduation.
Tsuki ga Kirei	TV	12	Finished Airing	4/7/2017	6/30/2017	Spring	Fridays at 00:00 (JST)	Sotsu,Mainichi Broadcasting System,flying DOG	Funimation	feel.	Original	Romance,School	24 min. per ep.	PG-13	8.35	74102	164996	3264	"With a new school year comes a new crowd of classmates, and for their final year of junior high, aspiring writer Kotarou Azumi and track team member Akane Mizuno end up in the same class. Though initially complete strangers, a few chance encounters stir an innocent desire within their hearts. A yearning gaze, a fluttering heartâ€”the hallmarks of young love slip into their lives as fate brings their paths to a cross.

However, though love is patient and love is kind, Kotarou and Akane discover it is not always straightforward. Despite the comfort they find in each other's company, heartache and anxiety come hand in hand with pursuing the feelings in their hearts. With the uncertainty of how the other truly feels as well as the competing affections of those around them, the road ahead is unclear. Even so, under the shining light of a beautiful full moon, Kotarou gathers his courage to ask Akane a single question, one that forever changes their quiet relationship.

[Written by MAL Rewrite]"
Ballroom e Youkoso	TV	24	Finished Airing	7/9/2017	12/17/2017	Summer	Sundays at 02:08 (JST)	Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Movic,Bandai Namco Games,Toy's Factory,Animatic	Ponycan USA	Production I.G	Manga	Comedy,Sports,Drama,Romance,School,Shounen	24 min. per ep.	PG-13	8.34	47410	117877	1329	A professional dancer named Sengoku rescues Tatara, an introverted third-year middle school student who is being harassed by delinquents. Tatara ends up at Sengoku's dance studio where he meets Shizuku Hanaoka, a schoolmate he comes to secretly idolize. From this defining moment when Tatara enters the world of dance. Sengoku is a free-spirited, dynamic international dancer who recognizes Tatara's potential and begins to coach him. Through dance, Tatara meets another schoolmate, a dance prodigy named Kiyoharu. Through these new friendships, Tatara develops a passionate desire to improve as a dancer and be accepted by his peers and rivals, which nurtures his own native talent. And through interaction with Tatara, other dance members are encouraged to take steps to overcome their own challenges and issues.
Danshi Koukousei no Nichijou	TV	12	Finished Airing	1/10/2012	3/27/2012	Winter	Tuesdays at 02:00 (JST)	TV Tokyo,Square Enix,Trinity Sound,Happinet Pictures	NIS America, Inc.	Sunrise	Web manga	Slice of Life,Comedy,School	24 min. per ep.	PG-13	8.34	187709	367420	7919	"Roaming the halls of the all-boys Sanada North High School are three close comrades: the eccentric ringleader with a hyperactive imagination Hidenori, the passionate Yoshitake, and the rational and prudent Tadakuni. Their lives are filled with giant robots, true love, and intense drama... in their colorful imaginations, at least. In reality, they are just an everyday trio of ordinary guys trying to pass the time, but who said everyday life couldn't be interesting? Whether it's an intricate RPG reenactment or an unexpected romantic encounter on the riverbank at sunset, Danshi Koukousei no Nichijou is rife with bizarre yet hilariously relatable situations that are anything but mundane.

[Written by MAL Rewrite]"
